t,ave,sd,equib
210,0.9548336649841839,0.20261241045757675,0.9527692569068709
211,0.9562183287739231,0.19781702056480852,0.9527692569068709
212,0.9577519993250816,0.20204520418391292,0.9527692569068709
213,0.9567553770338795,0.20048716607661868,0.9527692569068709
214,0.9549217924033392,0.20042219465040637,0.9527692569068709
215,0.9572397825064205,0.20130095134585313,0.9527692569068709
216,0.9558561021034182,0.20374454328251426,0.9527692569068709
217,0.9558195694568052,0.20372460981453847,0.9527692569068709
218,0.9556580508976442,0.2046922859695322,0.9527692569068709
219,0.9575308653121855,0.20382532589556376,0.9527692569068709
220,0.955874043668549,0.20454721652108634,0.9527692569068709
221,0.9544277454806278,0.20559776725433432,0.9527692569068709
222,0.9549326468259856,0.20377266146227394,0.9527692569068709
223,0.9560526695834227,0.205117240377081,0.9527692569068709
224,0.9586724482047441,0.20551746966172135,0.9527692569068709
225,0.9596063509038997,0.20176682745405014,0.9527692569068709
226,0.9579815688036362,0.20158968196635407,0.9527692569068709
227,0.9598871048221279,0.20145405776325492,0.9527692569068709
228,0.9574834051876036,0.2017380701889261,0.9527692569068709
229,0.9578815908148661,0.2026668655251175,0.9527692569068709
230,0.959106267490647,0.20597573633905386,0.9527692569068709
231,0.9576655937233111,0.20345813421476494,0.9527692569068709
232,0.9565195295878056,0.20404940070720715,0.9527692569068709
233,0.958730749712728,0.2018330581623014,0.9527692569068709
234,0.9571566959444382,0.20119054996120114,0.9527692569068709
235,0.9569847307369549,0.2031535154927281,0.9527692569068709
236,0.9578817683290204,0.20279715663334824,0.9527692569068709
237,0.95632092623917,0.20367526288572166,0.9527692569068709
238,0.9574534508967554,0.20349782445795492,0.9527692569068709
239,0.9595561370149848,0.20375093186723522,0.9527692569068709
240,0.9581517889930004,0.204179465720981,0.9527692569068709
241,0.9566988514341264,0.20281049687039399,0.9527692569068709
242,0.9525812286543935,0.20474461738417574,0.9527692569068709
243,0.9548713736682654,0.2036273772044642,0.9527692569068709
244,0.9541636361095954,0.20132903113213804,0.9527692569068709
245,0.9574759859642474,0.2020315288803607,0.9527692569068709
246,0.9569405704079142,0.2034914721564105,0.9527692569068709
247,0.9564871016403701,0.20009552496749328,0.9527692569068709
248,0.9583893503688112,0.20121129263669704,0.9527692569068709
249,0.9552550577077752,0.20340529558128564,0.9527692569068709
250,0.9542574146647717,0.20361917070961874,0.9527692569068709
251,0.9576103091613151,0.20304573172418616,0.9527692569068709
252,0.9565044842763931,0.20330393109142092,0.9527692569068709
253,0.958022767887398,0.19898258590391055,0.9527692569068709
254,0.957844085865685,0.1992254797214138,0.9527692569068709
255,0.9599790366768207,0.20116468453670375,0.9527692569068709
256,0.9579214556952691,0.20149896259503822,0.9527692569068709
257,0.9582623242402639,0.20125311049186317,0.9527692569068709
258,0.9589318229754995,0.20149437675812507,0.9527692569068709
259,0.9583874655357608,0.2025276912536447,0.9527692569068709
260,0.9599074048657308,0.20177636095317739,0.9527692569068709
261,0.9592386213712786,0.20098987391416565,0.9527692569068709
262,0.9596243073879033,0.19963586680315945,0.9527692569068709
263,0.9582727762642007,0.19950161278230918,0.9527692569068709
264,0.9571464824518083,0.19886341875181776,0.9527692569068709
265,0.9580363419337591,0.20025212333549058,0.9527692569068709
266,0.9586341855619307,0.20283961353283478,0.9527692569068709
267,0.9603000863428804,0.202199758527835,0.9527692569068709
268,0.9588802179791261,0.20037382919557803,0.9527692569068709
269,0.9598586099647546,0.19989702312955485,0.9527692569068709
270,0.9613414040015106,0.20077391647437937,0.9527692569068709
271,0.9613755108352819,0.19928760393088835,0.9527692569068709
272,0.9613956305864164,0.2001656247092383,0.9527692569068709
273,0.9581733540232592,0.20125658716091618,0.9527692569068709
274,0.9557421729743698,0.20063778719202227,0.9527692569068709
275,0.9574350901904483,0.20325078584119574,0.9527692569068709
276,0.9541851623478398,0.20493749419297827,0.9527692569068709
277,0.9549821570958257,0.20581029479390117,0.9527692569068709
278,0.9527323971037459,0.2054985922642787,0.9527692569068709
279,0.9555327829395396,0.20433612559778921,0.9527692569068709
280,0.9554774496684393,0.20519870615273134,0.9527692569068709
281,0.9578570158503057,0.2029361162999252,0.9527692569068709
282,0.9575973165429419,0.20344225389240514,0.9527692569068709
283,0.9562952954222491,0.20198622220919946,0.9527692569068709
284,0.9576423659380763,0.20281497231896303,0.9527692569068709
285,0.957887976004795,0.20140141341943427,0.9527692569068709
286,0.9569313207812383,0.20166585340916715,0.9527692569068709
287,0.9589109566837883,0.2020412840261076,0.9527692569068709
288,0.9591819090309454,0.20064261724493718,0.9527692569068709
289,0.9606244123253765,0.2012623044920839,0.9527692569068709
290,0.9594273322010499,0.2019874463476513,0.9527692569068709
291,0.9590981652684044,0.20132113462025847,0.9527692569068709
292,0.9574884598672602,0.2013325209907043,0.9527692569068709
293,0.9578121569927694,0.20552659743789428,0.9527692569068709
294,0.9577044315142519,0.20526256567072415,0.9527692569068709
295,0.9566640008759778,0.20449076990473497,0.9527692569068709
296,0.9558205363528521,0.2005851531590576,0.9527692569068709
297,0.9577138845691416,0.19992833243468153,0.9527692569068709
298,0.9579259861526989,0.20485615376263414,0.9527692569068709
299,0.9570334221243961,0.2063777713160324,0.9527692569068709
300,0.953815328323255,0.20245112787623626,0.9527692569068709
301,0.9574660251864839,0.20274849512018966,0.9527692569068709
302,0.9583180753668777,0.20332514695607704,0.9527692569068709
303,0.9565171983334706,0.20197749435829546,0.9527692569068709
304,0.9568566009984499,0.20185122475360975,0.9527692569068709
305,0.9553142678628721,0.20380513371812944,0.9527692569068709
306,0.9597389720778899,0.20301288607083895,0.9527692569068709
307,0.9579362272133113,0.20246743290926347,0.9527692569068709
308,0.9580536081959569,0.20243095077440743,0.9527692569068709
309,0.9576078524392339,0.20235806724812375,0.9527692569068709
310,0.9548576330886515,0.2000312056086941,0.9527692569068709
311,0.9586598774689111,0.2017178183624324,0.9527692569068709
312,0.9588343623612764,0.20339243995513487,0.9527692569068709
313,0.9581315641746768,0.20134590897559335,0.9527692569068709
314,0.9587426887325949,0.20129824526064666,0.9527692569068709
315,0.9611861720592141,0.19990994961983113,0.9527692569068709
316,0.95915040595676615,0.19945634190426126,0.9527692569068709
317,0.9576105993957862,0.19931648535908372,0.9527692569068709
318,0.9583421698174553,0.2021465574236648,0.9527692569068709
319,0.9584880908561506,0.2043125255582127,0.9527692569068709
320,0.9580218774821555,0.2028215798825254,0.9527692569068709
321,0.956717934773156,0.20144758885103892,0.9527692569068709
322,0.9601169844315582,0.2023108509592041,0.9527692569068709
323,0.9575852376909946,0.19918148145902054,0.9527692569068709
324,0.9595526703115498,0.2003291642826853,0.9527692569068709
325,0.9565668473591673,0.20264376558287375,0.9527692569068709
326,0.9583966149824917,0.201133417945315,0.9527692569068709
327,0.957809974105622,0.20084325269281658,0.9527692569068709
328,0.955082861509998,0.20377255245551865,0.9527692569068709
329,0.9535319922224443,0.201391002389555,0.9527692569068709
330,0.9563696337738855,0.2017391668744549,0.9527692569068709
331,0.9548719120025815,0.19953651199852643,0.9527692569068709
332,0.9564273375329484,0.2022915455924977,0.9527692569068709
333,0.9561923072025438,0.20135362008486862,0.9527692569068709
334,0.9591878759851699,0.1994059046518505,0.9527692569068709
335,0.9591368658966167,0.2030253823984826,0.9527692569068709
336,0.9594051774492193,0.2000282356219542,0.9527692569068709
337,0.958617950753961,0.20227069770739897,0.9527692569068709
338,0.9608303118272883,0.20378473778112235,0.9527692569068709
339,0.9563307751295508,0.20182656034528898,0.9527692569068709
340,0.9588019222178098,0.20186715677966707,0.9527692569068709
341,0.9588110924862325,0.20050916889792672,0.9527692569068709
342,0.9616779326836373,0.20061216781841096,0.9527692569068709
343,0.9607055656487776,0.1996787938930077,0.9527692569068709
344,0.9605328348971908,0.19984449591661252,0.9527692569068709
345,0.9621868069948408,0.19912742075746903,0.9527692569068709
346,0.9626260542963114,0.2002220065697029,0.9527692569068709
347,0.9606013510689511,0.20214182820212917,0.9527692569068709
348,0.95994633373643,0.20064824879177182,0.9527692569068709
349,0.958712903338174,0.20041341053494194,0.9527692569068709
350,0.9576475647298425,0.19926208261009642,0.9527692569068709
351,0.9577451321467488,0.20192382854872928,0.9527692569068709
352,0.9579817557494248,0.20208963372181152,0.9527692569068709
353,0.9595339030094567,0.20127656085695333,0.9527692569068709
354,0.9602001175112203,0.20093531181526922,0.9527692569068709
355,0.9571080681757699,0.2007940756492374,0.9527692569068709
356,0.9583727204281334,0.19878087632784805,0.9527692569068709
357,0.9597752926867257,0.19898438407710242,0.9527692569068709
358,0.9604101764834913,0.2000705714844534,0.9527692569068709
359,0.961097890314448,0.1997112315779226,0.9527692569068709
360,0.9612822689195801,0.1992931059415588,0.9527692569068709
361,0.9614291625610604,0.19820749354809006,0.9527692569068709
362,0.9604643193434746,0.197745364929376,0.9527692569068709
363,0.9570727048423793,0.19770369281389616,0.9527692569068709
364,0.9598893902124623,0.19838056983754718,0.9527692569068709
365,0.9603399580715226,0.20134564490577486,0.9527692569068709
366,0.9576798678645836,0.20052143124187102,0.9527692569068709
367,0.9579539627114968,0.2001862415407476,0.9527692569068709
368,0.955176367130541,0.20248407413260536,0.9527692569068709
369,0.955098709411921,0.205439478559972,0.9527692569068709
370,0.9520361299932486,0.20432441237509352,0.9527692569068709
371,0.9520171690019004,0.2042186193193715,0.9527692569068709
372,0.9512995519776178,0.2025027896215162,0.9527692569068709
373,0.9527735198481073,0.20272554766467896,0.9527692569068709
374,0.9571071863769345,0.2029482431106281,0.9527692569068709
375,0.9563436302894367,0.20558571318888244,0.9527692569068709
376,0.9560638307433663,0.20411789620207693,0.9527692569068709
377,0.9553554649318741,0.20389304783977152,0.9527692569068709
378,0.9534989935935443,0.20552282979964226,0.9527692569068709
379,0.955504171648585,0.20508631900546007,0.9527692569068709
380,0.9560374878861135,0.20451573965917152,0.9527692569068709
381,0.9556344927028946,0.20475037442505362,0.9527692569068709
382,0.957620203331401,0.20373072492663652,0.9527692569068709
383,0.955602410616363,0.20130926373569064,0.9527692569068709
384,0.9586838327775952,0.20157120195020703,0.9527692569068709
385,0.9595309160543765,0.20284414718431384,0.9527692569068709
386,0.958441823896157,0.20209966788369738,0.9527692569068709
387,0.9579231222801371,0.20244158043977617,0.9527692569068709
388,0.9582853951391215,0.20131883377758872,0.9527692569068709
389,0.9541816951212768,0.20204050220274114,0.9527692569068709
390,0.9561446240924601,0.20307598133694316,0.9527692569068709
391,0.9572650096813164,0.20266786803852127,0.9527692569068709
392,0.9565330517788354,0.20203385388135953,0.9527692569068709
393,0.9548363785137833,0.2031716053887476,0.9527692569068709
394,0.9536463386276208,0.20474898900736258,0.9527692569068709
395,0.9564743621911658,0.20332930289159648,0.9527692569068709
396,0.9565088931881414,0.20301218131662832,0.9527692569068709
397,0.9558724979480825,0.20222710432836316,0.9527692569068709
398,0.957745728461926,0.20454810559159725,0.9527692569068709
399,0.9593107654174752,0.2030171683077473,0.9527692569068709
400,0.9578135118681935,0.20337402097977703,0.9527692569068709
401,0.9573090539992996,0.20389541653595827,0.9527692569068709
402,0.9565459528637656,0.20267191136321,0.9527692569068709
403,0.9552253663461795,0.2038768211809441,0.9527692569068709
404,0.9566001928124815,0.203566436725127,0.9527692569068709
405,0.9563124140145359,0.2039507565293094,0.9527692569068709
406,0.9565845192650618,0.2028306108081752,0.9527692569068709
407,0.9551042042432593,0.20373207263047496,0.9527692569068709
408,0.9554184671580914,0.20446330143381333,0.9527692569068709
409,0.9561745721132094,0.20623269188339285,0.9527692569068709
410,0.9569227614714605,0.20534425506371093,0.9527692569068709
411,0.9591751476997414,0.20496537901617096,0.9527692569068709
412,0.957016131796636,0.20352737113786545,0.9527692569068709
413,0.9560212058124595,0.2015910178969857,0.9527692569068709
414,0.9586367984297853,0.201377149080297,0.9527692569068709
415,0.9569526425287508,0.20138343423766372,0.9527692569068709
416,0.9562988011822863,0.20062487827797776,0.9527692569068709
417,0.957096012475931,0.19981491879479624,0.9527692569068709
418,0.9588336402206115,0.20048460992234574,0.9527692569068709
419,0.9586901767447868,0.20096193596506656,0.9527692569068709
420,0.9620987588746469,0.20240715551581887,0.9527692569068709
421,0.9602244013044884,0.20190335785810898,0.9527692569068709
422,0.9601756645288643,0.20062614527244693,0.9527692569068709
423,0.9603817052720399,0.20149311552431565,0.9527692569068709
424,0.9610001800167988,0.20357220534187268,0.9527692569068709
425,0.9580949033453857,0.20184280448831204,0.9527692569068709
426,0.9567935823439591,0.20082879671441145,0.9527692569068709
427,0.9563176618270509,0.19970706373227246,0.9527692569068709
428,0.9588326150209567,0.19983570026003075,0.9527692569068709
429,0.9578688131369898,0.20057902983836912,0.9527692569068709
430,0.9581239432169493,0.20146612550134532,0.9527692569068709
431,0.9597967387001619,0.20061742020257478,0.9527692569068709
432,0.9584266087928802,0.2031404267384047,0.9527692569068709
433,0.9591026619774451,0.20178242789341305,0.9527692569068709
434,0.9585913769813698,0.20405151245239234,0.9527692569068709
435,0.959812289875863,0.20319458520679504,0.9527692569068709
436,0.9556757099453174,0.2019133047104597,0.9527692569068709
437,0.9569164349173758,0.20455443376314386,0.9527692569068709
438,0.9579418480721247,0.2053455633182571,0.9527692569068709
439,0.9589596879841882,0.2061085860820394,0.9527692569068709
440,0.9594872701916201,0.20403833936988328,0.9527692569068709
441,0.9590152669570621,0.2036647549606477,0.9527692569068709
442,0.9597655402633147,0.20383058680955302,0.9527692569068709
443,0.9598948963700072,0.2028460482089124,0.9527692569068709
444,0.9601094261272992,0.2025833430664993,0.9527692569068709
445,0.9586749767759486,0.20034045580020157,0.9527692569068709
446,0.9555610501226375,0.2014647917866923,0.9527692569068709
447,0.9542409932770495,0.20175448040734292,0.9527692569068709
448,0.9549001234944035,0.20332007670931837,0.9527692569068709
449,0.9524446542278339,0.201061970591176,0.9527692569068709
450,0.9555630449388384,0.2030096374760971,0.9527692569068709
451,0.9557233960952728,0.204199061859301,0.9527692569068709
452,0.9556292423597194,0.20480184203253127,0.9527692569068709
453,0.9590676960175966,0.2030138894416076,0.9527692569068709
454,0.9589827536244063,0.20228208849988652,0.9527692569068709
455,0.9574091692132342,0.2029241124046709,0.9527692569068709
456,0.9583908368428836,0.2029306086328437,0.9527692569068709
457,0.9597523889594879,0.19995531901286884,0.9527692569068709
458,0.9610145412325063,0.19971570049013482,0.9527692569068709
459,0.9607921987761465,0.2019839565880892,0.9527692569068709
460,0.9584483652022221,0.20143020470378512,0.9527692569068709
461,0.9578178808869717,0.20304172829640663,0.9527692569068709
462,0.95774844559975425,0.20339277075831194,0.9527692569068709
463,0.9595166189176623,0.20332240598480242,0.9527692569068709
464,0.9578764555476743,0.2031984258933432,0.9527692569068709
465,0.9575838299004191,0.2023523289539074,0.9527692569068709
466,0.9576800333727473,0.20242279004552288,0.9527692569068709
467,0.9552652635279496,0.20223704686216315,0.9527692569068709
468,0.9577248862645397,0.20238044676129266,0.9527692569068709
469,0.9591242249780104,0.2028816732236819,0.9527692569068709
470,0.9575043690420446,0.20230450896910276,0.9527692569068709
471,0.9590178480950056,0.2026051764985039,0.9527692569068709
472,0.9590851607803745,0.2014062847253828,0.9527692569068709
473,0.9568226336918981,0.20126475473687863,0.9527692569068709
474,0.9579041619015597,0.20198897339339278,0.9527692569068709
475,0.9602926244297266,0.20015335243676,0.9527692569068709
476,0.9583727408744527,0.19909479823748888,0.9527692569068709
477,0.9608109949821064,0.20173522084593432,0.9527692569068709
478,0.9609613337363223,0.2027125426599232,0.9527692569068709
479,0.958646250981133,0.20268155235058766,0.9527692569068709
480,0.9591300127465608,0.20080161233057617,0.9527692569068709
481,0.9603975851800198,0.20024448799582495,0.9527692569068709
482,0.9605745914057365,0.2013380360075944,0.9527692569068709
483,0.9615087973314671,0.20306104166341674,0.9527692569068709
484,0.9567094584524894,0.20357776947485628,0.9527692569068709
